city_key,state,latitude,longitude,source
CASA BLANCA,NM,35.04560,-107.47144,geonames
CASCO,MI,42.75253,-82.67158,geonames
CASEY,IL,39.29920,-87.99253,geonames
CASPER,WY,42.86663,-106.31308,geonames
CASSELTON,ND,46.90053,-97.21120,geonames
CASTLE CREEK,NY,42.22758,-75.91825,geonames
CASTLE DALE,UT,39.21219,-111.01961,geonames
CASTLE ROCK,WA,46.27511,-122.90761,geonames
CASTLETON ON HUDSON,NY,42.51841,-73.75123,geonames-fuzzy
CASTROVILLE,TX,29.35579,-98.87864,geonames
CATARINA,TX,28.34555,-99.61338,geonames
CATLETTSBURG,KY,38.40480,-82.60044,geonames
CAVE CITY,AR,35.94174,-91.54847,geonames
CAYCE,SC,33.96571,-81.07398,geonames
CAYUTA,NY,42.28174,-76.69689,geonames
CEDAR CITY,UT,37.67748,-113.06189,geonames
CEDAR CREEK,TX,30.08716,-97.50083,geonames
CEDAR FALLS,IA,42.52776,-92.44547,geonames
CEDAR GROVE,TN,35.64424,-86.62611,geonames
CEDAR GROVE,WI,43.56972,-87.82342,geonames
CEDAR RAPIDS,IA,42.00833,-91.64407,geonames
CEDAR SPRINGS,MI,43.22336,-85.55142,geonames
CENTER,MO,39.50810,-91.52877,geonames
CENTER POINT,IA,42.19083,-91.78518,geonames
CENTERVILLE,IA,42.09276,-93.93551,geonames
CENTERVILLE,TX,31.25796,-95.97829,geonames
CENTRAL CITY,NE,41.11585,-98.00172,geonames
CENTRAL SQUARE,NY,43.28674,-76.14604,geonames
CENTRE,AL,34.15204,-85.67885,geonames
CENTREVILLE,MD,39.04178,-76.06633,geonames
CHADRON,NE,42.82942,-102.99991,geonames
CHALMETTE,LA,29.94296,-89.96537,geonames
CHAMBERLAIN,SD,43.81083,-99.33066,geonames
CHAMBERSBURG,PA,39.93759,-77.66110,geonames
CHAMPAIGN,IL,40.11642,-88.24338,geonames
CHAMPION,MI,46.51382,-87.96347,geonames
CHAMPLAIN,NY,44.98643,-73.44653,geonames
CHANDLER,AZ,33.30616,-111.84125,geonames
CHANDLER,OK,35.70173,-96.88086,geonames
CHANNAHON,IL,41.42948,-88.22867,geonames
CHANTILLY,VA,38.89428,-77.43110,geonames
CHANUTE,KS,37.67921,-95.45720,geonames
CHAPPELL HILL,TX,30.14272,-96.25691,geonames
CHARITON,IA,41.01389,-93.30660,geonames
CHARLES CITY,IA,43.06636,-92.67241,geonames
CHARLESTON,MO,36.92089,-89.35063,geonames
CHARLESTON,SC,32.77632,-79.93275,geonames
CHARLESTON,TN,35.28730,-84.75827,geonames
CHARLESTON,WV,38.34982,-81.63262,geonames
CHARLOTTE,NC,35.22709,-80.84313,geonames
CHARLOTTESVILLE,VA,38.02931,-78.47668,geonames
CHARLTON,MA,42.37787,-71.06200,geonames
CHATFIELD,MN,43.84552,-92.18905,geonames
CHATSWORTH,GA,34.76591,-84.76994,geonames
CHATTANOOGA,TN,35.04563,-85.30968,geonames
CHECOTAH,OK,35.47010,-95.52304,geonames
CHEHALIS,WA,46.66205,-122.96402,geonames
CHEROKEE,OK,36.75447,-98.35674,geonames
CHERRY HILL,NJ,39.93484,-75.03073,geonames
CHERRY VALLEY,IL,42.23474,-88.94899,geonames
CHERRYVALE,KS,37.27034,-95.55248,geonames
CHESAPEAKE,VA,36.81904,-76.27494,geonames
CHESNEE,SC,35.14845,-81.86094,geonames
CHESTER,VA,37.35682,-77.44165,geonames
CHESTER,WV,40.61312,-80.56285,geonames
CHESTERFIELD,VA,37.37709,-77.50499,geonames
CHESTERTON,IN,41.61059,-87.06420,geonames
CHEYENNE,WY,41.13998,-104.82025,geonames
CHICAGO,IL,41.85003,-87.65005,geonames
CHICAGO HEIGHTS,IL,41.50615,-87.63560,geonames
CHICKASHA,OK,35.05257,-97.93643,geonames
CHICOPEE,MA,42.14870,-72.60787,geonames
CHIEFLAND,FL,29.47496,-82.85984,geonames
CHILDERSBURG,AL,33.27817,-86.35498,geonames
CHILDRESS,TX,34.42645,-100.20400,geonames
CHILLICOTHE,MO,39.79529,-93.55244,geonames
CHILLICOTHE,OH,39.33312,-82.98240,geonames
CHILLICOTHE,TX,34.25647,-99.51676,geonames
CHILTON,WI,44.02888,-88.16288,geonames
CHINOOK,MT,48.59000,-109.23128,geonames
CHIPPEWA FALLS,WI,44.93691,-91.39293,geonames
CHISAGO CITY,MN,45.37358,-92.88994,geonames
CHOCOWINITY,NC,35.51266,-77.10051,geonames
CHOCTAW,OK,35.49756,-97.26892,geonames
CHOUTEAU,OK,36.18593,-95.34302,geonames
CHRISTIANA,TN,35.71007,-86.39944,geonames
CHRISTIANSBURG,VA,37.12985,-80.40894,geonames
CICERO,IL,41.84559,-87.75394,geonames
CICERO,IN,40.12393,-86.01332,geonames
CINCINNATI,OH,39.12711,-84.51439,geonames
CIRCLE PINES,MN,45.14858,-93.15161,geonames
CIRCLEVILLE,OH,39.60062,-82.94601,geonames
CISCO,TX,32.38819,-98.97923,geonames
CLAIRTON,PA,40.29229,-79.88171,geonames
CLANTON,AL,32.83874,-86.62943,geonames
CLARA CITY,MN,44.95496,-95.36640,geonames
CLARE,MI,43.81947,-84.76863,geonames
CLARENCE,IA,41.88891,-91.05654,geonames
CLARENDON,TX,34.93783,-100.88820,geonames
CLARKESVILLE,GA,34.61260,-83.52489,geonames
CLARKSVILLE,AR,35.47147,-93.46657,geonames
CLARKSVILLE,TN,36.52977,-87.35945,geonames
CLAUDE,TX,35.11172,-101.36322,geonames
CLAY CENTER,KS,37.51946,-96.77114,geonames
CLAYPOOL,AZ,33.41117,-110.84261,geonames
CLAYSBURG,PA,40.29674,-78.44974,geonames
CLAYTON,IN,39.68921,-86.52250,geonames
CLAYTON,NM,36.45169,-103.18410,geonames
CLEAR BROOK,VA,39.25649,-78.09611,geonames
CLEAR LAKE,IA,43.13802,-93.37937,geonames
CLEARFIELD,PA,41.02728,-78.43919,geonames
CLEARFIELD,UT,41.11078,-112.02605,geonames
CLEARWATER,FL,27.96585,-82.80010,geonames
CLEARWATER,MN,45.41941,-94.04887,geonames
CLEMENTON,NJ,39.81150,-74.98294,geonames
CLEVELAND,MS,33.74400,-90.72482,geonames
CLEVELAND,OH,41.49950,-81.69541,geonames
CLEVELAND,TN,35.15952,-84.87661,geonames
CLIFTON,TX,31.78238,-97.57669,geonames
CLIFTON PARK,NY,42.86563,-73.77095,geonames
CLINES CORNERS,NM,35.00950,-105.66918,geonames
CLINT,TX,31.59234,-106.22414,geonames
CLINTON,AR,35.59147,-92.46044,geonames
CLINTON,IA,41.84447,-90.18874,geonames
CLINTON,MD,38.76511,-76.89831,geonames
CLINTON,MO,38.36863,-93.77827,geonames
CLINTON,NC,34.99795,-78.32333,geonames
CLINTON,NJ,40.63677,-74.90989,geonames
CLINTON,OK,35.51561,-98.96731,geonames
CLINTON,SC,34.47263,-81.88066,geonames
CLINTON,TN,36.10341,-84.13186,geonames
CLINTONVILLE,WI,44.62053,-88.76232,geonames
CLIVE,IA,41.60304,-93.72411,geonames
CLOQUET,MN,46.72161,-92.45936,geonames
CLOVERDALE,IN,39.51477,-86.79390,geonames
CLOVIS,NM,34.40480,-103.20523,geonames
CLYDE,OH,41.30422,-82.97519,geonames
CLYDE,TX,32.40596,-99.49369,geonames
COACHELLA,CA,33.68030,-116.17389,geonames
COCHRANTON,PA,41.52005,-80.04839,geonames
COCOA,FL,28.38612,-80.74200,geonames
COFFEYVILLE,KS,37.03730,-95.61637,geonames
COHASSET,MN,47.26356,-93.62022,geonames
COKATO,MN,45.07580,-94.18998,geonames
COKEVILLE,WY,42.08244,-110.95519,geonames
COLBY,KS,39.39584,-101.05238,geonames
COLDWATER,MS,32.71486,-89.21423,geonames
COLEMAN,TX,31.82737,-99.42645,geonames
COLFAX,IA,41.67777,-93.24520,geonames
COLFAX,NC,36.11264,-80.01448,geonames
COLGATE,WI,43.19306,-88.20676,geonames
COLLINS,MO,37.89115,-93.62298,geonames
COLLINS,MS,31.64544,-89.55535,geonames
COLMAN,SD,43.98247,-96.81450,geonames
COLOMA,WI,44.03553,-89.52151,geonames
COLONIAL HEIGHTS,VA,37.26804,-77.40726,geonames
COLORADO CITY,CO,37.94529,-104.83526,geonames
COLORADO CITY,TX,32.38817,-100.86456,geonames
COLORADO SPRINGS,CO,38.83388,-104.82136,geonames
COLUMBIA,KY,37.10284,-85.30635,geonames
COLUMBIA,MO,38.95171,-92.33407,geonames
COLUMBIA,MS,31.25184,-89.83758,geonames
COLUMBIA,NC,35.73347,-79.65253,geonames
COLUMBIA,NJ,40.78788,-74.38821,geonames
COLUMBIA,SC,34.00071,-81.03481,geonames
COLUMBIA,TN,35.61507,-87.03528,geonames
COLUMBIA FALLS,MT,48.37246,-114.18152,geonames
COLUMBUS,GA,32.46098,-84.98771,geonames
COLUMBUS,MS,33.49567,-88.42726,geonames
COLUMBUS,MT,48.37246,-114.18152,geonames
COLUMBUS,NE,41.42973,-97.36838,geonames
COLUMBUS,OH,39.96118,-82.99879,geonames
COLUMBUS,WI,43.33805,-89.01539,geonames
COMANCHE,TX,31.89737,-98.60366,geonames
COMBES,TX,26.24869,-97.73388,geonames
COMBINED LOCKS,WI,44.26582,-88.31427,geonames
COMFORT,TX,29.96771,-98.90503,geonames
COMMERCE,GA,34.20400,-83.45711,geonames
COMMERCE CITY,CO,39.80832,-104.93387,geonames
COMO,MS,34.51066,-89.93981,geonames
CONCORD,NH,43.20814,-71.53757,geonames
CONCORDIA,KS,39.57084,-97.66254,geonames
CONCORDIA,MO,38.98335,-93.56855,geonames
CONLEY,GA,33.64483,-84.32576,geonames
CONNEAUT,OH,41.94756,-80.55424,geonames
CONOVER,NC,35.70652,-81.21869,geonames
CONRAD,MT,48.17025,-111.94613,geonames
CONVENT,LA,30.02076,-90.82982,geonames
CONVERSE,TX,29.51801,-98.31612,geonames
CONWAY,AR,35.08870,-92.44210,geonames
CONWAY,SC,33.83600,-79.04781,geonames
COOKEVILLE,TN,36.16284,-85.50164,geonames
COOLVILLE,OH,39.22174,-81.79736,geonames
COOPERSBURG,PA,40.51149,-75.39046,geonames
COOPERSVILLE,MI,43.06391,-85.93477,geonames
COPAN,OK,36.89758,-95.92609,geonames
COPIAGUE,NY,40.68149,-73.39984,geonames
CORALVILLE,IA,41.67640,-91.58045,geonames
CORBIN,KY,36.94870,-84.09688,geonames
CORDELE,GA,31.96351,-83.78239,geonames
CORFU,NY,42.96006,-78.40558,geonames
CORINNA,ME,44.92117,-69.26171,geonames
CORINNE,UT,41.55104,-112.11023,geonames
CORINTH,ME,45.00374,-69.02344,manual
CORINTH,MS,34.93425,-88.52227,geonames
CORNERSVILLE,TN,35.36146,-86.83972,geonames
CORNING,AR,36.40784,-90.57983,geonames
CORPUS CHRISTI,TX,27.80058,-97.39638,geonames
CORRECTIONVILLE,IA,42.47499,-95.78557,geonames
CORRIGAN,TX,30.99686,-94.82715,geonames
CORSICANA,TX,32.09543,-96.46887,geonames
CORTEZ,CO,37.34888,-108.58593,geonames
COSHOCTON,OH,40.27202,-81.85958,geonames
COTTAGE GROVE,WI,43.07611,-89.19956,geonames
COTTONDALE,AL,31.20518,-85.38188,geonames
COTTONDALE,FL,30.79714,-85.37660,geonames
COTULLA,TX,28.43693,-99.23503,geonames
COUDERSPORT,PA,41.77479,-78.02056,geonames
COUNCIL,ID,44.72989,-116.43820,geonames
COUNCIL BLUFFS,IA,41.26194,-95.86083,geonames
COURTLAND,AL,34.66898,-87.30946,geonames
COUSHATTA,LA,32.01488,-93.34212,geonames
COVINGTON,IN,40.14170,-87.39474,geonames
COVINGTON,VA,37.79346,-79.99395,geonames
COWPENS,SC,35.01679,-81.80399,geonames
COZAD,NE,40.85973,-99.98734,geonames
CRAIG,CO,40.51525,-107.54645,geonames
CRANBURY,NJ,40.31622,-74.51376,geonames
CRANE,TX,31.39736,-102.35014,geonames
CRAWFORDSVILLE,IN,40.04115,-86.87445,geonames
CRAWFORDVILLE,GA,33.55402,-82.89598,geonames
CREEDMOOR,NC,36.12237,-78.68611,geonames
CREOLA,AL,30.89185,-88.03972,geonames
CRESCENT,PA,40.55632,-80.22875,manual
CRESCO,IA,43.38136,-92.11405,geonames
CREST HILL,IL,41.55475,-88.09867,geonames
CRESTON,IA,41.05860,-94.36135,geonames
CRETE,IL,41.44448,-87.63143,geonames
CRETE,NE,40.62778,-96.96142,geonames
CRIVITZ,WI,45.23248,-88.00761,geonames
CROOK,CO,40.85888,-102.80103,geonames
CROSS JUNCTION,VA,39.32038,-78.29334,geonames
CROSS PLAINS,TN,36.54866,-86.69611,geonames
CROSS PLAINS,TX,32.12625,-99.16534,geonames
CROSSVILLE,TN,35.94896,-85.02690,geonames
CROWELL,TX,33.98397,-99.72482,geonames
CROWLEY,LA,30.21409,-92.37458,geonames
CROYDON,PA,40.08733,-74.90350,geonames
CRUMP,TN,35.22175,-88.31809,geonames
CRYSTAL LAKE,IL,42.24113,-88.31620,geonames
CUBA,MO,38.06282,-91.40348,geonames
CUERO,TX,29.09387,-97.28916,geonames
CULLMAN,AL,34.17482,-86.84361,geonames
CULPEPER,VA,38.47318,-77.99666,geonames
CUMBERLAND,MD,39.65287,-78.76252,geonames
CUMBERLAND,WI,45.53218,-92.01935,geonames
CUMBERLAND CITY,TN,36.39339,-87.63641,geonames
CUNNINGHAM,KS,37.64391,-98.43119,geonames
CURTIS BAY,MD,39.22677,-76.58802,geonames
CURTISS,WI,44.95525,-90.43458,geonames
CUSSETA,AL,32.78485,-85.30578,geonames
CUSSETA,GA,32.30543,-84.77270,geonames
CUT OFF,LA,29.54272,-90.33814,geonames
CUTHBERT,GA,31.77127,-84.78937,geonames
DACULA,GA,33.98872,-83.89796,geonames
DADE CITY,FL,28.36472,-82.19592,geonames
DAINGERFIELD,TX,33.03179,-94.72187,geonames
DAKOTA,MN,43.91358,-91.35986,geonames
DALEVILLE,AL,31.31017,-85.71299,geonames
DALEVILLE,IN,40.12115,-85.55803,geonames
DALHART,TX,36.05948,-102.51325,geonames
DALLAS,TX,32.78306,-96.80667,geonames
DALTON,GA,34.76980,-84.97022,geonames
DALTON,OH,40.79894,-81.69541,geonames
DALTON,PA,41.53424,-75.73603,geonames
DANBURY,CT,41.39482,-73.45401,geonames
DANDRIDGE,TN,36.01537,-83.41489,geonames
DANSVILLE,NY,42.56090,-77.69611,geonames
DANVILLE,IN,39.76060,-86.52639,geonames
DANVILLE,VA,36.58597,-79.39502,geonames
DARIEN,CT,41.07871,-73.46929,geonames
DARIEN,GA,31.37023,-81.43399,geonames
DARIEN,WI,42.60168,-88.70760,geonames
DARLINGTON,SC,34.29988,-79.87617,geonames
DARLINGTON,WI,42.68306,-90.11763,geonames
DAVENPORT,FL,28.16140,-81.60174,geonames
DAVENPORT,IA,41.52364,-90.57764,geonames
DAVIS,OK,34.50453,-97.11946,geonames
DAWSON,GA,31.77382,-84.44800,geonames
DAWSONVILLE,GA,34.50259,-84.95105,geonames
DAYTON,OH,39.75895,-84.19161,geonames
DAYTON,TN,35.49396,-85.01245,geonames
DE BEQUE,CO,39.33442,-108.21508,geonames
DE FOREST,WI,43.24777,-89.34373,geonames-fuzzy
DE LEON,TX,32.11097,-98.53588,geonames
DE PERE,WI,44.44888,-88.06038,geonames
DE SOTO,IA,41.53166,-94.00967,geonames
DE WITT,IA,41.82336,-90.53819,geonames
DEARBORN,MI,42.32226,-83.17631,geonames
DEARBORN,MO,39.52194,-94.76996,geonames
DECATUR,AL,34.60593,-86.98334,geonames
DECATUR,IL,39.84031,-88.95480,geonames
DECATUR,IN,40.83060,-84.92913,geonames
DECATUR,TX,33.23428,-97.58614,geonames
DECORAH,IA,43.30331,-91.78571,geonames
DEER LODGE,MT,46.39576,-112.73004,geonames
DEERFIELD,MO,37.83865,-94.50607,geonames
DEFUNIAK SPRINGS,FL,30.72102,-86.11522,geonames
DEKALB,IL,41.92947,-88.75036,geonames
DEL RIO,TX,29.36273,-100.89676,geonames
DELANO,MN,45.04191,-93.78913,geonames
DELAWARE,IA,42.47527,-91.34542,geonames
DELAWARE,NJ,40.89288,-75.06462,geonames
DELAWARE,OH,40.29867,-83.06797,geonames
DELCAMBRE,LA,29.94826,-91.98873,geonames
DELCO,NC,34.31572,-78.22472,geonames
DELHI,LA,32.45764,-91.49317,geonames
DELPHOS,OH,40.84338,-84.34162,geonames
DELTA,LA,32.32570,-90.92705,geonames
DELTA,OH,41.57366,-84.00522,geonames
DEMING,NM,32.26870,-107.75864,geonames
DEMOPOLIS,AL,32.51764,-87.83640,geonames
DEMOTTE,IN,41.19504,-87.19864,geonames
DENHAM SPRINGS,LA,30.48740,-90.95753,geonames
DENISON,IA,42.01777,-95.35528,geonames
DENISON,TX,33.75566,-96.53666,geonames
DENMARK,TN,36.33839,-87.72919,geonames
DENMARK,WI,44.34777,-87.82732,geonames
DENTON,MD,38.88456,-75.82716,geonames
DENTON,TX,33.21484,-97.13307,geonames
DENVER,CO,39.73915,-104.98470,geonames
DENVER,IA,42.67137,-92.33740,geonames
DENVER,NC,35.53125,-81.02980,geonames
DENVER CITY,TX,32.96455,-102.82910,geonames
DERBY,VT,44.94782,-72.13288,geonames
DES MOINES,IA,41.60054,-93.60911,geonames
DES PLAINES,IL,42.03336,-87.88340,geonames
DETROIT,MI,42.33143,-83.04575,geonames
DETROIT LAKES,MN,46.81718,-95.84533,geonames
DEVILS LAKE,ND,48.11278,-98.86512,geonames
DEVINE,TX,29.13996,-98.90531,geonames
DEWEY,AZ,34.53000,-112.24222,geonames
DEWEY,OK,36.79592,-95.93554,geonames
DEWITT,MI,42.84226,-84.56915,geonames
DEXTER,MI,42.33834,-83.88954,geonames
DEXTER,MO,36.79589,-89.95787,geonames
DIAMOND,OH,41.09895,-81.02287,geonames
DIBOLL,TX,31.18713,-94.78104,geonames
DICKINSON,ND,46.87918,-102.78962,geonames
DICKSON,TN,36.07700,-87.38779,geonames
DILLEY,TX,28.66748,-99.17059,geonames
DILLON,MT,45.21631,-112.63752,geonames
DILLON,SC,34.41655,-79.37116,geonames
DISPUTANTA,VA,37.12432,-77.22581,geonames
DIVERNON,IL,39.56561,-89.65732,geonames
DIXON,IL,41.83892,-89.47955,geonames
DODGE CITY,KS,37.75280,-100.01708,geonames
DODGEVILLE,WI,42.96027,-90.13012,geonames
DONALSONVILLE,GA,31.04046,-84.87909,geonames
DONEGAL,PA,40.11257,-79.38254,geonames
DONIPHAN,NE,40.77196,-98.36951,geonames
DONNA,TX,26.17035,-98.05195,geonames
DOSWELL,VA,37.86014,-77.46415,geonames
DOTHAN,AL,31.22323,-85.39049,geonames
DOUGLAS,GA,31.50881,-82.84987,geonames
DOUGLAS,WY,42.75969,-105.38221,geonames
DOUGLASS,KS,37.51946,-97.01281,geonames
DOUGLASSVILLE,PA,40.25787,-75.72630,geonames
DOVER,OH,41.45532,-81.91792,geonames
DOVER FOXCROFT,ME,45.18339,-69.22699,geonames-fuzzy
DOWNEY,ID,42.42853,-112.12441,geonames
DOWNS,IL,40.39698,-88.87063,geonames
DOWS,IA,42.65664,-93.50104,geonames
DRAPER,UT,40.52467,-111.86382,geonames
DRAYTON,ND,48.57110,-97.17785,geonames
DREWRYVILLE,VA,36.71571,-77.30636,geonames
DRIPPING SPRINGS,TX,30.19021,-98.08668,geonames
DRUMRIGHT,OK,35.98840,-96.60113,geonames
DRUMS,PA,41.01814,-75.99493,geonames
DU BOIS,PA,41.11923,-78.76003,geonames
DUBLIN,GA,32.54044,-82.90375,geonames
DUBLIN,TX,32.08514,-98.34199,geonames
DUBLIN,VA,37.10568,-80.68534,geonames
DUBOIS,ID,44.17630,-112.23082,geonames
DUBUQUE,IA,42.50056,-90.66457,geonames
DUDLEY,GA,32.54239,-83.07043,geonames
DUFFIELD,VA,36.71898,-82.79600,geonames
DULUTH,MN,46.78327,-92.10658,geonames
DUMAS,AR,33.88705,-91.49179,geonames
DUMAS,TX,35.86559,-101.97324,geonames
DUMONT,CO,39.76471,-105.60028,geonames
DUNCAN,OK,34.50230,-97.95781,geonames
DUNCAN,SC,34.93790,-82.14511,geonames
DUNCANNON,PA,40.39814,-77.02303,geonames
DUNCANSVILLE,PA,40.42341,-78.43390,geonames
DUNCOMBE,IA,42.47053,-93.99356,geonames
DUNDALK,MD,39.25066,-76.52052,geonames
DUNDAS,MN,44.42941,-93.20188,geonames
DUNDEE,IL,42.09808,-88.28286,geonames
DUNDEE,MI,41.95727,-83.65966,geonames
DUNN,NC,35.30627,-78.60890,geonames
DUNSEITH,ND,48.81306,-100.06097,geonames
DURAND,WI,44.62635,-91.96573,geonames
DURANGO,CO,37.27528,-107.88007,geonames
DURANT,OK,33.99399,-96.37082,geonames
DURHAM,NC,35.99403,-78.89862,geonames
DUSON,LA,30.23576,-92.18540,geonames
DWIGHT,IL,41.09448,-88.42506,geonames
DYER,IN,41.49420,-87.52171,geonames
DYERSBURG,TN,36.03452,-89.38563,geonames
EADS,CO,38.48056,-102.78186,geonames
EAGLE,MI,42.80781,-84.78860,geonames
EAGLE,NE,40.81667,-96.43029,geonames
EAGLE PASS,TX,28.70914,-100.49952,geonames
EAGLEVILLE,MO,40.46917,-93.98717,geonames
EARLE,AR,35.27509,-90.46677,geonames
EARLY,IA,42.46137,-95.15194,geonames
EARLY,TX,31.74210,-98.94561,geonames
EAST BERLIN,PA,39.93760,-76.97859,geonames
EAST BERNSTADT,KY,37.18953,-84.11771,geonames
EAST BRUNSWICK,NJ,40.42788,-74.41598,geonames
EAST DUBLIN,GA,32.54822,-82.87181,geonames
EAST EARL,PA,40.11010,-76.03272,geonames
EAST FREEDOM,PA,40.35757,-78.42974,geonames
EAST GRANBY,CT,41.94121,-72.72732,geonames
EAST LYME,CT,41.36899,-72.21758,geonames
EAST RUTHERFORD,NJ,40.83399,-74.09709,geonames
EAST SAINT LOUIS,IL,38.62450,-90.15094,geonames
EAST SYRACUSE,NY,43.06534,-76.07853,geonames
EAST TROY,WI,42.78529,-88.40510,geonames
EAST WINDSOR,CT,41.91232,-72.54509,geonames
EASTABOGA,AL,33.60594,-86.02136,geonames
EASTLAND,TX,32.40152,-98.81756,geonames
EATON,CO,40.53026,-104.71135,geonames
EATON,OH,39.74394,-84.63662,geonames
EATONTON,GA,33.32680,-83.38850,geonames
EAU CLAIRE,WI,44.81135,-91.49849,geonames
EBENSBURG,PA,40.48507,-78.72474,geonames
ECRU,MS,34.35316,-89.02312,geonames
EDDYVILLE,IA,41.15650,-92.63739,geonames
EDEN,ID,42.60575,-114.21086,geonames
EDEN,TX,31.21628,-99.84563,geonames
EDENTON,NC,36.05794,-76.60772,geonames
EDGAR,WI,44.92719,-89.96346,geonames
EDGERTON,KS,38.76473,-95.00802,geonames
EDGERTON,WI,42.83528,-89.06761,geonames
EDGEWOOD,MD,39.41872,-76.29440,geonames
EDINBURG,TX,26.30174,-98.16334,geonames
EDINBURGH,IN,39.35422,-85.96666,geonames
EDISON,NJ,40.51872,-74.41210,geonames
EDMOND,OK,35.65283,-97.47810,geonames
EDON,OH,41.55644,-84.76885,geonames
EDWARDS,IL,40.74587,-89.74427,geonames
EFFINGHAM,IL,39.12004,-88.54338,geonames
EGAN,LA,30.23687,-92.50597,geonames
EHRENBERG,AZ,33.60419,-114.52523,geonames
EIGHTY FOUR,PA,40.18174,-80.13311,geonames
EL CENTRO,CA,32.79200,-115.56305,geonames
EL DORADO,AR,33.20763,-92.66627,geonames
EL DORADO,KS,37.81724,-96.86225,geonames
EL PASO,IL,40.73920,-89.01646,geonames
EL PASO,TX,31.75872,-106.48693,geonames
EL RENO,OK,35.53227,-97.95505,geonames
ELBERTON,GA,34.11159,-82.86863,geonames
ELDON,MO,38.34836,-92.58158,geonames
ELECTRA,TX,34.02926,-98.91896,geonames
ELGIN,IL,42.03725,-88.28119,geonames
ELGIN,NE,41.98334,-98.08368,geonames
ELGIN,SC,34.67293,-80.71896,geonames
ELGIN,TX,30.34965,-97.37027,geonames
ELIZABETH,NJ,40.66399,-74.21070,geonames
ELIZABETH CITY,NC,36.29460,-76.25105,geonames
ELIZABETHPORT,NJ,40.65010,-74.18709,geonames
ELIZABETHTOWN,KY,36.86561,-87.49117,geonames
ELK CITY,OK,35.41199,-99.40426,geonames
ELK GROVE VILLAGE,IL,42.00392,-87.97035,geonames
ELK POINT,SD,42.68333,-96.68365,geonames
ELK RIVER,MN,45.30385,-93.56718,geonames
ELKHART,IN,41.68199,-85.97667,geonames
ELKHORN,WI,42.67279,-88.54454,geonames
ELKIN,NC,36.24430,-80.84840,geonames
ELKINS,WV,38.92594,-79.84673,geonames
ELKO,NV,40.83242,-115.76312,geonames
ELKRIDGE,MD,39.21261,-76.71358,geonames
ELKTON,MD,39.60678,-75.83327,geonames
ELLABELL,GA,32.12354,-81.48567,geonames
ELLENBORO,WV,39.26452,-81.05622,geonames
ELLENDALE,MN,43.87274,-93.30132,geonames
ELLENSBURG,WA,46.99651,-120.54785,geonames
ELLENTON,FL,27.52171,-82.52760,geonames
ELLENWOOD,GA,33.61011,-84.28798,geonames
ELLIS,KS,38.93807,-99.56067,geonames
ELLISTON,VA,37.21652,-80.23254,geonames
ELLISVILLE,MS,31.60405,-89.19561,geonames
ELLSINORE,MO,36.93422,-90.74679,geonames
ELLSWORTH,IA,42.31276,-93.57882,geonames
ELLSWORTH,KS,38.73056,-98.22811,geonames
ELM CREEK,NE,40.71945,-99.37204,geonames
ELMENDORF,TX,29.25607,-98.33279,geonames
ELMIRA,NY,42.08980,-76.80773,geonames
ELOY,AZ,32.75590,-111.55484,geonames
ELVERSON,PA,40.15676,-75.83271,geonames
ELWOOD,IL,41.40392,-88.11172,geonames
ELY,NV,39.24744,-114.88863,geonames
ELYRIA,OH,41.36838,-82.10765,geonames
EMERSON,GA,34.12704,-84.75549,geonames
EMLENTON,PA,41.17728,-79.70783,geonames
EMMETSBURG,IA,43.11274,-94.68304,geonames
EMMITSBURG,MD,39.70454,-77.32693,geonames
EMPORIA,KS,38.40390,-96.18166,geonames
EMPORIA,VA,36.68598,-77.54248,geonames
ENCINAL,TX,28.04112,-99.35448,geonames
ENDEAVOR,WI,43.71581,-89.46623,geonames
ENFIELD,NH,43.64063,-72.14398,geonames
ENID,OK,36.39559,-97.87839,geonames
ENNIS,TX,32.32931,-96.62527,geonames
ENOREE,SC,34.65652,-81.96510,geonames
ENTERPRISE,AL,31.31517,-85.85522,geonames
EOLIA,MO,39.23588,-91.00819,geonames
EPPING,NH,43.03342,-71.07423,geonames
ERICK,OK,35.21533,-99.86649,geonames
ERIE,CO,40.05026,-105.04998,geonames
ERIE,PA,42.12922,-80.08506,geonames
ERSKINE,MN,47.66746,-96.01004,geonames
ESCANABA,MI,45.74525,-87.06458,geonames
ESTHERVILLE,IA,43.40163,-94.83276,geonames
ETNA,OH,39.95729,-82.68183,geonames
ETTERS,PA,40.15259,-76.75025,geonames
EUFAULA,OK,35.28722,-95.58250,geonames
EUNICE,LA,30.49437,-92.41763,geonames
EUNICE,NM,32.43734,-103.15908,geonames
EUTAW,AL,32.84059,-87.88762,geonames
EVANS,CO,40.37637,-104.69219,geonames
EVANSDALE,IA,42.46915,-92.28102,geonames
EVANSTON,WY,41.26828,-110.96324,geonames
EVANSVILLE,IN,37.97476,-87.55585,geonames
EVANSVILLE,WY,42.85997,-106.26836,geonames
EVERETT,PA,40.01147,-78.37335,geonames
EVERGREEN,AL,31.43350,-86.95692,geonames
EVERGREEN,NC,34.29600,-78.21778,geonames
EYOTA,MN,43.98830,-92.22850,geonames
FABENS,TX,31.50234,-106.15859,geonames
FACKLER,AL,34.79258,-85.90998,geonames
FAIR GROVE,MO,37.38393,-93.15130,geonames
FAIR HAVEN,VT,43.59479,-73.26567,geonames
FAIR PLAY,SC,34.51121,-82.98543,geonames
